,number,value,datetime_start,datetime_complete,duration,params_algorithm,params_dropout_rate,params_lr_Adadelta,params_lr_Adam,params_lr_AdamW,params_lr_SGD,params_momentum_SGD,params_nesterov_SGD,params_suggested_freeze,params_weight_decay_Adadelta,params_weight_decay_Adam,params_weight_decay_AdamW,params_weight_decay_SGD,state
98,98,35.416666666666664,2025-05-24 20:00:53.284661,2025-05-24 20:00:55.666960,0 days 00:00:02.382299,AdamW,0.2958999283627059,,,0.00010942699330827566,,,,9,,,0.002940204372382586,,PRUNED
99,99,35.416666666666664,2025-05-24 20:00:55.693516,2025-05-24 20:00:57.922454,0 days 00:00:02.228938,AdamW,0.24437083493488615,,,0.00028552572160355487,,,,2,,,0.0008324371025214948,,PRUNED
100,100,33.333333333333336,2025-05-24 20:00:57.951577,2025-05-24 20:01:00.245280,0 days 00:00:02.293703,Adadelta,0.27789762241492194,0.5785561813586017,,,,,,3,0.170569028932019,,,,PRUNED
101,101,43.75,2025-05-24 20:01:00.274168,2025-05-24 20:01:05.071095,0 days 00:00:04.796927,AdamW,0.3462239286043203,,,0.0001575116596612948,,,,4,,,0.00036506558344818286,,PRUNED
102,102,37.5,2025-05-24 20:01:05.106992,2025-05-24 20:01:10.834978,0 days 00:00:05.727986,AdamW,0.26183116500443665,,,0.00019415687463972156,,,,4,,,0.0006630008638292655,,PRUNED
103,103,27.083333333333332,2025-05-24 20:01:10.867181,2025-05-24 20:01:16.141054,0 days 00:00:05.273873,AdamW,0.26844470792767106,,,0.0001035141821561403,,,,5,,,0.007437531831894442,,PRUNED
104,104,31.25,2025-05-24 20:01:16.174679,2025-05-24 20:01:19.032809,0 days 00:00:02.858130,AdamW,0.3835836086431606,,,4.893112313700427e-05,,,,4,,,0.00043519659045872466,,PRUNED
105,105,43.75,2025-05-24 20:01:19.059817,2025-05-24 20:01:24.550611,0 days 00:00:05.490794,AdamW,0.30617065153437373,,,7.273425136299234e-05,,,,3,,,0.005030708967671564,,PRUNED
106,106,,2025-05-24 20:01:24.577883,2025-05-24 20:01:29.358835,0 days 00:00:04.780952,SGD,0.2251025207313621,,,,0.0006093209830952394,31.497336632695855,True,11,,,,16.36612230682761,PRUNED
107,107,33.333333333333336,2025-05-24 20:01:29.392349,2025-05-24 20:01:35.457279,0 days 00:00:06.064930,AdamW,0.324628621597124,,,0.0006550301858220947,,,,2,,,0.0036724950558846767,,PRUNED
108,108,33.333333333333336,2025-05-24 20:01:35.494061,2025-05-24 20:01:41.561873,0 days 00:00:06.067812,AdamW,0.20343286024967122,,,1.2523686473392118e-05,,,,10,,,0.002207580257457782,,PRUNED
109,109,35.416666666666664,2025-05-24 20:01:41.599025,2025-05-24 20:01:47.639468,0 days 00:00:06.040443,AdamW,0.13342376190243116,,,0.00014368504309712345,,,,5,,,0.0011798290923702287,,PRUNED
110,110,31.25,2025-05-24 20:01:47.675487,2025-05-24 20:01:53.699760,0 days 00:00:06.024273,AdamW,0.3610153121737441,,,2.483055847389819e-05,,,,7,,,0.009502071426163593,,PRUNED
111,111,33.333333333333336,2025-05-24 20:01:53.739071,2025-05-24 20:01:59.766158,0 days 00:00:06.027087,Adam,0.2424323433670837,,1.3709496447855126e-05,,,,,9,,0.010184203867138874,,,PRUNED
112,112,37.5,2025-05-24 20:01:59.801097,2025-05-24 20:02:05.497866,0 days 00:00:05.696769,Adam,0.1556400950608067,,0.00012692542209658363,,,,,8,,0.10717844955193602,,,PRUNED
113,113,31.25,2025-05-24 20:02:05.533359,2025-05-24 20:02:11.592052,0 days 00:00:06.058693,Adam,0.30501151789366293,,0.0003659796449966681,,,,,9,,9.583244767732156,,,PRUNED
114,114,45.833333333333336,2025-05-24 20:02:11.628160,2025-05-24 20:02:22.672522,0 days 00:00:11.044362,Adam,0.18091191600673856,,4.171304674724379e-05,,,,,4,,0.04008460369329712,,,PRUNED
115,115,33.333333333333336,2025-05-24 20:02:22.708604,2025-05-24 20:02:28.751114,0 days 00:00:06.042510,Adam,0.33685788794665716,,0.000533535606996087,,,,,3,,0.4076579503260525,,,PRUNED
116,116,35.416666666666664,2025-05-24 20:02:28.787915,2025-05-24 20:02:34.693816,0 days 00:00:05.905901,AdamW,0.2693360928557312,,,8.715305699940545e-05,,,,9,,,0.0017179977275317612,,PRUNED
117,117,45.833333333333336,2025-05-24 20:02:34.731409,2025-05-24 20:02:43.840528,0 days 00:00:09.109119,AdamW,0.2908357635038963,,,3.4315717222965866e-05,,,,10,,,0.0010263069373976893,,PRUNED
118,118,58.333333333333336,2025-05-24 20:02:43.875692,2025-05-24 20:02:55.190128,0 days 00:00:11.314436,AdamW,0.2127347073431351,,,6.0934288338280264e-05,,,,8,,,0.0007380439952825687,,COMPLETE
119,119,35.416666666666664,2025-05-24 20:02:55.242163,2025-05-24 20:03:01.236159,0 days 00:00:05.993996,AdamW,0.21144760371776544,,,6.088043265895189e-05,,,,7,,,0.000715795536579742,,PRUNED
120,120,35.416666666666664,2025-05-24 20:03:01.272368,2025-05-24 20:03:07.239167,0 days 00:00:05.966799,AdamW,0.1898441608777446,,,4.8331931483823656e-05,,,,8,,,0.000535736751348996,,PRUNED
121,121,33.333333333333336,2025-05-24 20:03:07.276036,2025-05-24 20:03:13.266746,0 days 00:00:05.990710,AdamW,0.22168921953223222,,,0.01763772668314489,,,,8,,,0.0026929058387221236,,PRUNED
